X,Y,objectid,provincia,municipio,localidad,código_postal,dirección2,margen,longitud,latitud,precio_gasolina_95,precio_gasóleo_a,precio_gasóleo_b,precio_bioetanol,precio_nuevo_gasóleo_a,precio_biodiesel,f__éster_metílico,f__bioalcohol,precio_gasolina_98,precio_gas_natural_comprimido,precio_gas_natural_licuado,precio_gases_licuados_del_petr,rótulo,tipo_venta,rem_,horario,horario00,z,fecha,dirección
,,8033835,MADRID,MADRID,MADRID,28018,,I,-3.639389,40.372306,1.369,1.269,,,1.349,,,,1.509,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA M-602 KM. 1,3"
,,8033836,MADRID,MADRID,MADRID,28018,,D,-3.665361,40.379167,1.359,1.289,,,1.369,,,,,,,,REPSOL,P,OM,L-V: 06:00-21:00,L-V: 06:00-21:00,,2019-12-10T00:00:00.000Z,"AVENIDA ENTREVIAS, S/N"
,,8033837,MADRID,MADRID,MADRID,28021,,I,-3.668694,40.339861,1.355,1.265,,,1.335,,,,1.495,,,,REPSOL,P,OM,L-V: 05:00-23:00; S-D: 07:00-23:00,L-V: 05:00-23:00; S-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"AVENIDA LOS ROSALES, 147"
,,8033838,MADRID,MADRID,MADRID,28021,,I,-3.715917,40.329139,1.369,1.279,,,1.359,,,,1.509,,,,SHELL,P,OM,L-S: 06:00-22:00,L-S: 06:00-22:00,,2019-12-10T00:00:00.000Z,CTRA.M-403 (GETAFE-VILLAVERDE) (MARGEN IZQUIERDO) km 2
,,8033839,MADRID,MADRID,MADRID,28021,,D,-3.716333,40.329861,1.369,1.279,,,1.359,,,,1.509,,,,SHELL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,CARRETERA 403 KM. 2
,,8033840,MADRID,MADRID,MADRID,28021,,N,-3.709444,40.339139,1.329,1.249,,,1.289,,,,1.43,,,,GALP,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA REAL DE PINTO, 106"
,,8033841,MADRID,MADRID,MADRID,28021,,N,-3.676417,40.340389,1.339,1.239,,,1.269,,,,1.459,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE HULLA, 22"
,,8033842,MADRID,MADRID,MADRID,28021,,I,-3.804389,40.463583,,,,,,,,,,0.949,,,NATURGY,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE RAFAEL BOTI, 5"
,,8033843,MADRID,MADRID,MADRID,28021,,D,-3.71525,40.336222,1.257,1.157,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE VALLE DE TOBALINA, 24"
,,8033844,MADRID,MADRID,MADRID,28021,,D,-3.713972,40.332139,1.258,1.158,,,,,,,,,,,LOW COST REPOST,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA REAL DE PINTO, 156"
,,8033845,MADRID,MADRID,MADRID,28021,,N,-3.692,40.328083,1.299,1.199,,,,,,,,,,,SHELL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA ANDALUCIA, 83"
,,8033846,MADRID,MADRID,MADRID,28033,,I,-3.664333,40.474167,1.359,1.285,,,1.345,,,,1.474,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA SAN LUIS, 75"
,,8033847,MADRID,MADRID,MADRID,28033,,N,-3.627917,40.470083,1.359,1.299,,,1.367,,,,1.484,,,,SHELL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE TOMAS REDONDO, 10"
,,8033848,MADRID,MADRID,MADRID,28033,,D,-3.645028,40.473722,1.359,1.289,,,1.34,,,,1.479,,,,CEPSA,P,dm,L-D: 06:00-23:59,L-D: 06:00-23:59,,2019-12-10T00:00:00.000Z,"PASEO DEL MAR CASPIO, S,N"
,,8033849,MADRID,MADRID,MADRID,28033,,D,-3.636139,40.464889,1.359,1.289,,,1.369,,,,1.499,,,,SHELL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CL CARRETERA CANILLAS, 150"
,,8033850,MADRID,MADRID,MADRID,28032,,N,-3.6095,40.404056,1.339,1.269,,,1.309,,,,1.459,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA DAROCA,336"
,,8033851,MADRID,MADRID,MADRID,28032,,D,-3.615833,40.4005,1.349,1.275,,,1.335,,,,1.464,,,,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"AVDA. DEMOCRACIA, 41"
,,8033852,MADRID,MADRID,MADRID,28032,,I,-3.615333,40.4005,1.349,1.275,,,1.335,,,,1.464,,,,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,AVDA. DE LA DEMOCRACIA 62
,,8033853,MADRID,MADRID,MADRID,28032,,D,-3.59075,40.405167,1.309,1.227,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CARRETERA VICALVARO A ESTACION DE O`DONNELL KM. 22
,,8033854,MADRID,MADRID,MADRID,28032,,N,-3.619,40.416,1.359,1.289,,,1.319,,,,1.459,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE VERSALLES, 23"
,,8033855,MADRID,MADRID,MADRID,28042,,D,-3.627222,40.450889,1.359,1.279,,,1.339,,,,,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"GLORIETA YUCATAN, S/N"
,,8033856,MADRID,MADRID,MADRID,28042,,I,-3.616139,40.458417,1.359,1.305,,,1.365,,,,1.474,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"M-40, PK 7.4 - ACCESO AL CAMPO DE LAS NACIONES, 2"
,,8033857,MADRID,MADRID,MADRID,28042,,D,-3.573528,40.466611,1.359,1.289,,,1.369,,,,1.479,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"ZONA AEROPUERTO DE BARAJAS, TERMINAL 2, S/N"
,,8033858,MADRID,MADRID,MADRID,28042,,I,-3.584917,40.502417,1.359,1.289,0.979,,1.369,,,,1.479,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"ZONA AEROPUERTO DE BARAJAS, T4, S/N"
,,8033859,MADRID,MADRID,MADRID,28042,,D,-3.598,40.496889,1.359,1.289,,,1.369,,,,1.479,,,,REPSOL,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-12-10T00:00:00.000Z,"AVENIDA HISPANIDAD, 44"
,,8033860,MADRID,MADRID,MADRID,28042,,I,-3.575306,40.464222,1.349,1.269,,,1.349,,,,1.469,,,,REPSOL,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-12-10T00:00:00.000Z,"AV HISPANIDAD, S.N."
,,8033861,MADRID,MADRID,MADRID,28042,,I,-3.566639,40.448778,1.359,1.289,,,1.339,,,,1.469,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CR N-2, 12,6"
,,8033862,MADRID,MADRID,MADRID,28042,,D,-3.565417,40.449194,1.369,1.289,,,1.369,,,,1.509,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,"CR N-2, 12,6"
,,8033863,MADRID,MADRID,MADRID,28042,,N,-3.578778,40.467917,1.339,1.269,,,1.349,,,,,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CAMINO DEL CUARTEL, 9"
,,8033864,MADRID,MADRID,MADRID,28042,,N,-3.587417,40.463778,1.347,1.267,,,1.267,,,,1.457,,,,CEPSA,P,dm,L-V: 06:00-23:45; S-D: 07:00-23:45,L-V: 06:00-23:45; S-D: 07:00-23:45,,2019-12-10T00:00:00.000Z,"AVDA. DE LOGROÑO, 233"
,,8033865,MADRID,MADRID,MADRID,28042,,D,-3.580194,40.471222,1.347,1.267,,,1.287,,,,1.457,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CL AVENIDA GENERAL, 22"
,,8033866,MADRID,MADRID,MADRID,28042,,D,-3.584417,40.452222,1.279,1.259,,,,,,,,,,,LCT EXPRESS,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE MEDINA DE POMAR, 22"
,,8033867,MADRID,MADRID,MADRID,28042,,D,-3.570222,40.467889,1.359,1.289,0.979,,,,,,,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"ZONA PLATAFORMA AEROPUERTO BARAJAS T123, S/N"
,,8033868,MADRID,MADRID,MADRID,28011,,D,-3.7615,40.401833,1.369,1.279,,,1.349,,,,1.499,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"PASEO EXTREMADURA, 300"
,,8033869,MADRID,MADRID,MADRID,28011,,N,-3.744056,40.408083,1.364,1.279,,,1.289,,,,1.479,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVDA. PORTUGAL, 16"
,,8033870,MADRID,MADRID,MADRID,28038,,N,-3.661722,40.3945,1.349,1.279,,,1.309,,,,,,,,SPA360,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA ALBUFERA, 89"
,,8033871,MADRID,MADRID,MADRID,28047,,D,-3.74425,40.3975,1.359,1.269,,,1.329,,,,,,,,ALHAMBRA-BLANCA ,P,dm,L-S: 07:00-21:00; D: 09:00-14:00,L-S: 07:00-21:00; D: 09:00-14:00,,2019-12-10T00:00:00.000Z,"CALLE ALHAMBRA, 70"
,,8033872,MADRID,MADRID,MADRID,28026,,D,-3.707917,40.372528,1.354,1.264,,,1.324,,,,1.484,,,,STAR PETROLEUM,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE AVENIDA DE LOS POBLADOS, 167"
,,8033873,MADRID,MADRID,MADRID,28026,,D,-3.71875,40.378611,1.369,1.279,,,1.309,,,,1.509,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVDA. PRINCESA JUANA DE AUSTRIA KM 4,700 km 4.700"
,,8033874,MADRID,MADRID,MADRID,28026,,D,-3.695944,40.383556,1.339,1.239,,,1.269,,,,1.459,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CL ANTONIO LOPEZ, 244"
,,8033875,MADRID,MADRID,MADRID,28024,,D,-3.764917,40.397444,1.359,1.269,,,1.329,,,,1.469,,,,STAR PETROLEUM,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE SESEÑA, 40"
,,8033876,MADRID,MADRID,MADRID,28024,,D,-3.768444,40.395417,1.359,1.269,,,1.329,,,,,,,,PADRE-BLANCA,P,dm,L-V: 06:00-21:00; S: 08:00-20:00; D: 09:00-15:00,L-V: 06:00-21:00; S: 08:00-20:00; D: 09:00-15:00,,2019-12-10T00:00:00.000Z,"AVENIDA PADRE PIQUER, S/N"
,,8033877,MADRID,MADRID,MADRID,28024,,I,-3.790972,40.378639,1.349,1.279,,,1.359,,,,1.489,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,"CR A-5, 9"
,,8033878,MADRID,MADRID,MADRID,28024,,I,-3.782417,40.382806,,,,,,,,,,0.948,,,ALIARA ENERGIA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE FUENTE DE LIMA, 22"
,,8033879,MADRID,MADRID,MADRID,28025,,N,-3.743028,40.3735,1.349,1.259,,,1.329,,,,1.464,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA DE LOS POBLADOS, SN"
,,8033880,MADRID,MADRID,MADRID,28025,,I,-3.725611,40.373111,1.349,1.279,,,1.339,,,,1.464,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA DE LOS POBLADOS, 18"
,,8033881,MADRID,MADRID,MADRID,28025,,N,-3.720889,40.368056,1.349,1.259,,,1.349,,,,1.491,,,,BP CHEYPER ,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA A 42 KM. 5,9"
,,8033882,MADRID,MADRID,MADRID,28025,,D,-3.723889,40.383833,1.359,1.285,,,1.335,,,,,,,,REPSOL,P,OM,L-V: 07:00-22:00; S: 08:00-21:00,L-V: 07:00-22:00; S: 08:00-21:00,,2019-12-10T00:00:00.000Z,"PLAZA SETUBAL, 4"
,,8033883,MADRID,MADRID,MADRID,28044,,N,-3.743389,40.363361,1.349,1.259,,,1.349,,,,1.491,,,,BP CARABANCHEL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE REAL, 2"
,,8033884,MADRID,MADRID,MADRID,28044,,D,-3.754417,40.3585,1.339,1.239,,,1.269,,,,1.459,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA CARABANCHEL ALTO, 180"
,,8033885,MADRID,MADRID,MADRID,28044,,D,-3.771556,40.373889,1.349,1.259,,,1.299,,,,1.469,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA AVIACION, 32"
,,8033886,MADRID,MADRID,MADRID,28044,,D,-3.76175,40.385111,1.349,1.279,,,1.339,,,,1.464,,,,CEPSA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA GENERAL FANJUL, 1"
,,8033887,MADRID,MADRID,MADRID,28044,,D,-3.748472,40.3695,1.249,1.159,,,,,,,,,,,ION +,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE MUGUET, 12"
,,8033888,MADRID,MADRID,MADRID,28044,,D,-3.717444,40.373778,,,,,,,,,,0.948,,,ALIARA ENERGIA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE VIA DE LOS POBLADOS, 128"
,,8033889,MADRID,MADRID,MADRID,28054,,I,-3.73775,40.365306,1.228,1.148,,,1.188,,,,,,,,E.LECLERC,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE CALDERILLA, 1"
,,8033890,MADRID,MADRID,MADRID,28054,,D,-3.776889,40.374056,1.297,1.187,,,1.209,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE SINFONIA, 9"
,,8033891,MADRID,MADRID,MADRID,28054,,D,-3.729194,40.372639,1.274,1.184,,,,,,,,,,,LOW COST REPOST,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE HILARIO HERRANZ ESTABLOS, 20"
,,8033892,MADRID,MADRID,MADRID,28054,,D,-3.765972,40.368611,1.359,1.289,,,1.359,,,,1.499,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"AVENIDA PESETA, 6"
,,8033893,MADRID,MADRID,MADRID,28054,,N,-3.742111,40.368472,1.349,1.26,,,1.349,,,,1.491,,,,BP ISLA AZUL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE AGUACATE, 45"
,,8033894,MADRID,MADRID,MADRID,28054,,N,-3.773556,40.374333,1.339,1.239,,,1.319,,,,1.479,,,,SHELL,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-12-10T00:00:00.000Z,"AVENIDA AVIACIÓN, 26"
,,8033895,MADRID,MADRID,MADRID,28019,,N,-3.730944,40.399278,1.359,1.259,,,1.349,,,,1.501,,,,BP FERMIN FERNANDEZ,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,PS DE LA ERMITA DEL SANTO  S/N
,,8033896,MADRID,MADRID,MADRID,28019,,N,-3.717,40.386556,1.369,1.289,,,1.357,,,,1.494,,,,SHELL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE ANTONIO DE LEYVA, 87"
,,8033897,MADRID,MADRID,MADRID,28019,,N,-3.713889,40.396694,1.349,1.259,,,1.349,,,,,,,,COMERCIAL SAMA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE ANTONIO LÓPEZ, 8"
,,8033898,MADRID,MADRID,MADRID,28019,,D,-3.730083,40.387417,1.369,1.289,,,1.369,,,,,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA OPORTO, SN"
,,8033899,MADRID,MADRID,MADRID,28019,,D,-3.730722,40.387861,1.369,1.289,,,1.369,,,,1.509,,,,REPSOL,P,OM,L-V: 07:00-23:00,L-V: 07:00-23:00,,2019-12-10T00:00:00.000Z,"GLORIETA VALLE DEL ORO, 10"
,,8033900,MADRID,MADRID,MADRID,28019,,D,-3.732944,40.399583,,,,,,,,,,,,,REPSOL BUTANO,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"PASEO ERMITA DEL SANTO, 80"
,,8033901,MADRID,MADRID,MADRID,28022,,N,-3.582556,40.444944,1.329,1.249,,,1.339,,,,1.479,,,,SHELL,P,OM,L-S: 06:30-22:00; D: 09:00-20:00,L-S: 06:30-22:00; D: 09:00-20:00,,2019-12-10T00:00:00.000Z,"C/ CAMPEZO, 7 km CENTRO COMERCIAL M"
,,8033902,MADRID,MADRID,MADRID,28022,,N,-3.648583,40.494361,1.364,1.299,,,1.369,,,,1.494,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,Niceto Alcalá Zamora 20
,,8033903,MADRID,MADRID,MADRID,28022,,I,-3.611222,40.424806,1.359,1.289,,,1.349,,,,1.479,,,,CEPSA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA CANILLEJAS A VICALVARO, 147"
,,8033904,MADRID,MADRID,MADRID,28022,,I,-3.573111,40.44925,,,,,,,,,,0.939,,,NATURGY,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE FUEMBELLIDA, 3"
,,8033905,MADRID,MADRID,MADRID,28053,,N,-3.676639,40.3915,,,,,,,,,,,,,REPSOL BUTANO,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE MENDEZ ALVARO, S/N"
,,8033906,MADRID,MADRID,MADRID,28053,,D,-3.655667,40.363889,,,,,,,,,,0.949,,,NATURGY ,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA EJE CENTRAL, 7"
,,8033907,MADRID,MADRID,MADRID,28053,,I,-3.655667,40.366333,1.369,1.289,1.037,,1.369,,,,1.509,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA M-301 KM. 3,5"
,,8033908,MADRID,MADRID,MADRID,28053,,N,-3.671306,40.390194,1.359,1.279,,,1.289,,,,,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"MONTE IGUELDO, 108"
,,8033909,MADRID,MADRID,MADRID,28051,,I,-3.588028,40.343944,1.369,1.289,,,1.369,,,,1.509,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,AUTOPISTA M-50 KM. 34
,,8033910,MADRID,MADRID,MADRID,28051,,D,-3.589389,40.345806,1.369,1.289,,,1.369,,,,1.509,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,AUTOVIA M-50 KM. 34
,,8033911,MADRID,MADRID,MADRID,28051,,D,-3.559,40.357389,1.369,1.279,,,1.359,,,,1.509,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"AUTOVIA A-3 KM. 14,3"
,,8033912,MADRID,MADRID,MADRID,28051,,N,-3.601583,40.368417,1.329,1.249,,,1.279,,,,1.479,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE ADOLFO BIOY CASARES 2, 2"
,,8033913,MADRID,MADRID,MADRID,28051,,N,-3.58775,40.367472,1.369,1.279,,,1.319,,,,1.499,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE ALTO DEL RETIRO, 2"
,,8033914,MADRID,MADRID,MADRID,28051,,N,-3.631083,40.369139,1.369,1.269,,,1.339,,,,1.479,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA MAYORAZGO, 20"
,,8033915,MADRID,MADRID,MADRID,28051,,D,-3.554639,40.355806,1.349,1.279,,,1.359,,,,1.489,,,,SHELL,P,OM,L-V: 05:00-23:00; S-D: 07:00-23:00,L-V: 05:00-23:00; S-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CARRERA VALENCIA, KM, 14,800"
,,8033916,MADRID,MADRID,MADRID,28030,,D,-3.636056,40.401333,1.369,1.289,,,1.369,,,,,,,,REPSOL,P,OM,L-S: 00:07-00:21,L-S: 00:07-00:21,,2019-12-10T00:00:00.000Z,"CALLE FUENTE CARRANTONA S/N, 6"
,,8033917,MADRID,MADRID,MADRID,28030,,D,-3.652028,40.407389,1.369,1.289,,,1.369,,,,1.509,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CL GL.CORREGIDOR SANCHO DE CORD, S."
,,8033918,MADRID,MADRID,MADRID,28030,,D,-3.660583,40.407639,1.369,1.289,,,,,,,,,,,REPSOL,P,OM,L-S: 07:00-21:00; D: 09:00-14:00,L-S: 07:00-21:00; D: 09:00-14:00,,2019-12-10T00:00:00.000Z,"AVENIDA AVENIDA DE MORATALAZ, 21"
,,8033919,MADRID,MADRID,MADRID,28017,,I,-3.629333,40.417917,1.359,1.289,,,1.379,,,,1.501,,,,BP CONQUISTA ,P,OM,L: 24H,L: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA DE DAROCA, 4"
,,8033920,MADRID,MADRID,MADRID,28017,,N,-3.640778,40.430417,1.359,1.279,,,1.299,,,,1.469,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"EMILIO FERRARI, 68"
,,8033921,MADRID,MADRID,MADRID,28017,,N,-3.658528,40.426028,1.339,1.249,,,1.349,,,,1.491,,,,BP,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE RICARDO ORTIZ, 44"
,,8033922,MADRID,MADRID,MADRID,28017,,D,-3.648806,40.424306,1.359,1.279,,,1.339,,,,,,,,CEPSA,P,OM,L-S: 07:00-21:00,L-S: 07:00-21:00,,2019-12-10T00:00:00.000Z,"CALLE SANTA GENOVEVA, 26"
,,8033923,MADRID,MADRID,MADRID,28027,,I,-3.638944,40.437611,1.359,1.279,,,1.339,,,,,,,,CEPSA,P,OM,L-V: 07:00-21:30; S: 08:00-14:30,L-V: 07:00-21:30; S: 08:00-14:30,,2019-12-10T00:00:00.000Z,"CALLE ALCALA, 415"
,,8033924,MADRID,MADRID,MADRID,28027,,D,-3.651972,40.446972,1.359,1.279,,,1.339,,,,,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE HERNANDEZ TEJADA, S/N ESQ. AGASTIA, S/N (A-2 KM 5,1), S,N"
,,8033925,MADRID,MADRID,MADRID,28027,,D,-3.625361,40.441,1.359,1.289,,,1.329,,,,1.499,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CL ALCALA, 510"
,,8033926,MADRID,MADRID,MADRID,28027,,N,-3.640833,40.441444,1.359,1.289,,,1.299,,,,1.469,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"ARTURO SORIA, 29"
,,8033927,MADRID,MADRID,MADRID,28027,,D,-3.651333,40.432306,1.369,1.299,,,1.369,,,,1.499,,,,CEPSA-ELF,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"ALCALA, 284-286"
,,8033928,MADRID,MADRID,MADRID,28027,,D,-3.654278,40.434639,1.359,1.269,,,,,,,,,,,VIRGEN-BLANCA ,P,dm,L-S: 07:00-21:00,L-S: 07:00-21:00,,2019-12-10T00:00:00.000Z,"CALLE VIRGEN DE LLUC ,14, 14"
,,8033929,MADRID,MADRID,MADRID,28037,,I,-3.622389,40.438944,1.337,1.267,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE ALBASANZ, 69"
,,8033930,MADRID,MADRID,MADRID,28037,,N,-3.634,40.432806,1.359,1.289,,,1.299,,,,1.474,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"HNOS. GARCIA NOBLEJAS, 35"
,,8033931,MADRID,MADRID,MADRID,28037,,N,-3.617806,40.427194,1.349,1.289,,,1.299,,,,,,,,CEPSA,P,OM,L-D: 06:00-23:59,L-D: 06:00-23:59,,2019-12-10T00:00:00.000Z,"POBLADURA DEL VALLE, 31"
,,8033932,MADRID,MADRID,MADRID,28037,,N,-3.611694,40.426528,1.359,1.289,,,1.359,,,,1.439,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,Avda. Vicálvaro esq. Pobladura del Valle
,,8033933,MADRID,MADRID,MADRID,28037,,N,-3.626083,40.426472,1.359,1.289,,,1.359,,,,1.424,,,,GALP,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"Avda. Arcentales, 7"
,,8033934,MADRID,MADRID,MADRID,28043,,N,-3.6385,40.462111,1.359,1.289,,,1.299,,,,1.469,,,,REPSOL,P,dm,L-J: 06:30-00:30; V-D: 07:00-01:00,L-J: 06:30-00:30; V-D: 07:00-01:00,,2019-12-10T00:00:00.000Z,"SILVANO, 88-90"
,,8033935,MADRID,MADRID,MADRID,28043,,D,-3.658278,40.457306,1.369,1.289,,,1.369,,,,1.509,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CL ARTURO SORIA, 175"
,,8033936,MADRID,MADRID,MADRID,28052,,D,-3.590083,40.398583,1.369,1.289,,,1.369,,,,1.509,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CR M-214, 4,6"
,,8033937,MADRID,MADRID,MADRID,28052,,I,-3.565583,40.39125,1.269,1.199,,,1.259,,,,,,,,DST,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA VICALVARO KM. 3,6"
