X,Y,objectid,provincia,municipio,localidad,código_postal,dirección2,margen,longitud,latitud,precio_gasolina_95,precio_gasóleo_a,precio_gasóleo_b,precio_bioetanol,precio_nuevo_gasóleo_a,precio_biodiesel,f__éster_metílico,f__bioalcohol,precio_gasolina_98,precio_gas_natural_comprimido,precio_gas_natural_licuado,precio_gases_licuados_del_petr,rótulo,tipo_venta,rem_,horario,horario00,z,fecha,dirección
,,8033938,MADRID,MADRID,MADRID,28052,,D,-3.564972,40.391222,1.269,1.199,,,1.259,,,,,,,,DST ,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA CARRETERA VICALVARO-RIVAS KM. 3,600"
,,8033939,MADRID,MADRID,MADRID,28052,,D,-3.588917,40.398222,,,,,,,,,,0.939,,,NATURGY,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE RIVAS, 14"
,,8033940,MADRID,MAJADAHONDA,MAJADAHONDA,28220,,N,-3.867306,40.455556,1.359,1.284,,,1.354,,,,1.484,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE MARIANO ALCARAZ, POL IND EL CARRALERO, SN"
,,8033941,MADRID,MAJADAHONDA,MAJADAHONDA,28220,,N,-3.870194,40.4535,1.359,1.269,,,1.299,,,,1.469,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"POLIGONO EL CARRALERO II, C/ DE LAS MORERAS, , PARCELA 37, 2"
,,8033942,MADRID,MAJADAHONDA,MAJADAHONDA,28220,,I,-3.856806,40.451,1.359,1.285,,,1.345,,,,1.474,,,,CEPSA RELAMPAGO,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE SARASATE, 1"
,,8033943,MADRID,MAJADAHONDA,MAJADAHONDA,28220,,D,-3.86,40.448778,1.359,1.289,,,1.369,,,,1.499,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE MANUEL DE FALLA, 2"
,,8033944,MADRID,MAJADAHONDA,MAJADAHONDA,28220,,I,-3.849556,40.474944,1.369,1.289,,,1.369,,,,1.509,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA DEL PLANTIO Nº66 KM. 1,2"
,,8033945,MADRID,MAJADAHONDA,MAJADAHONDA,28220,,D,-3.881806,40.450556,1.359,1.279,,,1.309,,,,1.459,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE BARBERO DE SEVILLA, 2"
,,8033946,MADRID,MAJADAHONDA,MAJADAHONDA,28220,,D,-3.875722,40.473778,1.369,1.289,,,1.369,,,,1.509,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CL DR.MARAÑON C/V PL ESCORIAL, S.N."
,,8033947,MADRID,MAJADAHONDA,MAJADAHONDA,28220,,I,-3.873222,40.458361,1.349,1.269,,,1.339,,,,1.479,,,,CEPSA,P,dm,L: 06:00-23:59,L: 06:00-23:59,,2019-12-10T00:00:00.000Z,"CARRETERA M-516 KM. 0,1"
,,8033948,MADRID,MANZANARES EL REAL,MANZANARES EL REAL,28410,,D,-3.859194,40.728,1.365,1.284,,,1.352,,,,1.49,,,,SHELL,P,OM,L: 06:30-22:30,L: 06:30-22:30,,2019-12-10T00:00:00.000Z,"CL AVENIDA MADRID, 24"
,,8033949,MADRID,MANZANARES EL REAL,MANZANARES EL REAL,28410,,I,-3.901417,40.688472,1.359,1.278,,,1.327,,,,1.469,,,,CEPSA,P,dm,L: 07:00-23:00,L: 07:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA M-607 KM. 46
,,8033950,MADRID,MECO,MECO,28880,,D,-3.295,40.554361,1.399,1.309,,,1.359,,,,1.499,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"AU R-2 ,P.K. 35,5 M.D."
,,8033951,MADRID,MECO,MECO,28880,,I,-3.294472,40.557,1.399,1.309,,,1.359,,,,1.499,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AU R-2 ,P.K. 35,5 M.I."
,,8033952,MADRID,MECO,MECO,28880,,I,-3.293583,40.530139,,1.264,,,,,,,,,,,IDS,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CARRETERA N-II KM. 38
,,8033953,MADRID,MECO,MECO,28880,,N,-3.335111,40.545472,1.359,1.279,,,1.369,,,,1.501,,,,BP OYAMBRE,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,AV. DE MADRID 51
,,8033954,MADRID,MECO,MECO,28880,,D,-3.33375,40.545222,1.267,1.177,,,,,,,,,,,PLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CAMINO DEL OLIVO, 1"
,,8033955,MADRID,MEJORADA DEL CAMPO,MEJORADA DEL CAMPO,28840,,N,-3.481083,40.389444,1.279,1.209,0.919,,1.329,,,,1.489,,,,SUPER OIL,P,dm,L: 06:00-23:00,L: 06:00-23:00,,2019-12-10T00:00:00.000Z,"CALLE ARAGON, 18"
,,8033956,MADRID,MEJORADA DEL CAMPO,MEJORADA DEL CAMPO,28840,,I,-3.493361,40.394861,1.309,1.229,,,1.329,,,,1.439,,,,FRII,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA M208 KM. 9,600"
,,8033957,MADRID,MEJORADA DEL CAMPO,MEJORADA DEL CAMPO,28840,,D,-3.490417,40.385889,1.359,1.279,,,1.349,,,,1.489,,,,GALP,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,CTRA: M-218 ESQ. C/ DUERO - POLÍGONO INDUSTRIAL
,,8033958,MADRID,MEJORADA DEL CAMPO,MEJORADA DEL CAMPO,28840,,I,-3.489083,40.387889,1.239,1.159,,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE PORTUGAL, 30"
,,8033959,MADRID,MEJORADA DEL CAMPO,MEJORADA DEL CAMPO,28840,,N,-3.493111,40.389944,1.359,1.279,,,1.379,,,,1.489,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE DURATON, 1"
,,8033960,MADRID,MIRAFLORES DE LA SIERRA,MIRAFLORES DE LA SIERRA,28792,,I,-3.760639,40.814278,1.379,1.295,0.965,,1.355,,,,,,,,CEPSA,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA M-610 KM. 19,8"
,,8033961,MADRID,MIRAFLORES DE LA SIERRA,MIRAFLORES DE LA SIERRA,28792,,D,-3.774528,40.780722,1.369,1.289,,,1.369,,,,1.489,,,,REPSOL,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-12-10T00:00:00.000Z,"CR M-611, 3,1"
,,8033962,MADRID,MIRAFLORES DE LA SIERRA,MIRAFLORES DE LA SIERRA,28792,,D,-3.7705,40.81,1.368,1.288,,,,1.288,,,1.488,,,,EDV,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-12-10T00:00:00.000Z,"CARRETERA M -611 KM. 7,6   GENERAL SANJURJO KM. 7,6"
,,8033963,MADRID,MOLAR (EL),MOLAR (EL),28710,,D,-3.577917,40.712972,1.359,1.259,,,1.369,,,,1.519,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AUTOVIA A-1 KM. 40,2"
,,8033964,MADRID,MOLAR (EL),MOLAR (EL),28710,,I,-3.57875,40.713639,1.359,1.259,,,1.369,,,,1.519,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AUTOVIA N-1 KM. 40,2"
,,8033965,MADRID,MOLAR (EL),MOLAR (EL),28710,,I,-3.578472,40.716889,1.389,1.289,,,1.369,,,,1.519,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,AUTOVIA A-1 KM. 41
,,8033966,MADRID,MORALEJA DE ENMEDIO,MORALEJA DE ENMEDIO,28950,,N,-3.849306,40.261278,1.359,1.279,,,1.339,,,,1.474,,,,CEPSA,P,dm,L-V: 06:00-23:00; S-D: 07:00-23:00,L-V: 06:00-23:00; S-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"AVENIDA FUENLABRADA, 30"
,,8033967,MADRID,MORALEJA DE ENMEDIO,MORALEJA DE ENMEDIO,28950,,D,-3.849806,40.260667,1.219,1.139,,,,,,,,,,,MORAFUEL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE ROBLE, 6"
,,8033968,MADRID,MORALZARZAL,MORALZARZAL,28411,,D,-3.961944,40.678833,1.329,1.259,,,1.308,,,,,,,,MEROIL,P,dm,L-D: 07:00-22:30,L-D: 07:00-22:30,,2019-12-10T00:00:00.000Z,"CARRETERA COMARCAL 608 KM. 35,2"
,,8033969,MADRID,MORALZARZAL,MORALZARZAL,28411,,D,-3.97275,40.671611,1.349,1.279,,,1.339,,,,1.464,,,,CEPSA,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-12-10T00:00:00.000Z,"CALLE LAGO ONTARIO, 24"
,,8033970,MADRID,MORALZARZAL,BERROCAL (EL)-RETAMAR (EL),28411,,N,-3.966889,40.685417,1.349,1.279,0.979,,1.339,,,,1.469,,,,CEPSA,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-12-10T00:00:00.000Z,"CAMINO LOS LINARES, S/N"
,,8033971,MADRID,MORATA DE TAJUÑA,MORATA DE TAJUÑA,28530,,D,-3.480556,40.245167,1.342,1.282,,,1.352,,,,1.469,,,,PETRONOR,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CR M-311, 4,9"
,,8033972,MADRID,MÓSTOLES,MOSTOLES,28931,,D,-3.886667,40.333889,1.369,1.289,,,1.369,,,,1.509,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CARRETERA M-856 (ENLACE N-V Y N-501) KM. 1
,,8033973,MADRID,MÓSTOLES,MOSTOLES,28934,,N,-3.863972,40.340444,,1.259,,,1.339,,,,1.481,,,,LOS ROSALES,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"GLORIETA LOS JAZMINES, S/N"
,,8033974,MADRID,MÓSTOLES,MOSTOLES,28935,,I,-3.896861,40.316444,1.375,1.289,,,1.359,,,,1.495,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CR A-5, 21"
,,8033975,MADRID,MÓSTOLES,MOSTOLES,28935,,D,-3.898222,40.316611,1.375,1.289,,,1.359,,,,1.495,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CR A-5, 21"
,,8033976,MADRID,MÓSTOLES,MOSTOLES,28935,,N,-3.888667,40.329583,1.309,1.239,,,1.269,,,,1.489,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CARRETERA NACIONAL VKM 19 KM. 
,,8033977,MADRID,MÓSTOLES,MOSTOLES,28935,,D,-3.876278,40.320167,1.329,1.259,,,1.319,,,,,,,,CEPSA,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-12-10T00:00:00.000Z,"AVENIDA PORTUGAL (DE), 80"
,,8033978,MADRID,MÓSTOLES,MOSTOLES,28935,,I,-3.875528,40.320194,1.329,1.259,,,1.319,,,,1.444,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA PORTUGAL (IZDO), 80"
,,8033979,MADRID,MÓSTOLES,MOSTOLES,28933,,D,-3.860222,40.341639,1.297,1.199,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE FRAGUA, 16"
,,8033980,MADRID,MÓSTOLES,NIEVES (LAS),28935,,N,-3.879056,40.3485,1.259,1.169,,,,,,,,,,,OLANCA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA DE LAS NIEVES, 5"
,,8033981,MADRID,MÓSTOLES,MOSTOLES,28937,,D,-3.847889,40.317667,1.369,1.289,,,1.359,,,,1.509,,,,REPSOL,P,OM,L-D: 07:00-00:00,L-D: 07:00-00:00,,2019-12-10T00:00:00.000Z,"CL TORRES QUEVEDO, 2"
,,8033982,MADRID,MÓSTOLES,MOSTOLES,28937,,N,-3.852111,40.318194,1.319,1.219,,,1.289,,,,1.479,,,,GALP,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-12-10T00:00:00.000Z,"CARRETERA SIMÓN HERNÁNDEZ, 61 KM. "
,,8033983,MADRID,MÓSTOLES,MOSTOLES,28936,,D,-3.84525,40.315306,1.239,1.139,,,1.215,,,,,,,,GHC MOSTOLES,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE SIMON HERNANDEZ, 75"
,,8033984,MADRID,MÓSTOLES,MOSTOLES,28936,,N,-3.8475,40.317194,1.239,1.139,,,,,,,,,,,PETROL MÓSTOLES,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE TORRES QUEVEDO, 6"
,,8033985,MADRID,MÓSTOLES,MOSTOLES,28936,,N,-3.846278,40.315389,1.329,1.259,,,,,,,,,,,CEPSA,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-12-10T00:00:00.000Z,"CALLE SIMON HERNANDEZ (DE), 73"
,,8033986,MADRID,MÓSTOLES,MOSTOLES,28938,,N,-3.873833,40.308444,1.339,1.269,,,,,,,,,,,CEPSA,P,dm,L-V: 07:00-00:00; S-D: 07:00-23:00,L-V: 07:00-00:00; S-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CALLE E, 12"
,,8033987,MADRID,MÓSTOLES,MOSTOLES,28938,,D,-3.86875,40.313778,1.359,1.269,,,,,,,,,,,BP,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-12-10T00:00:00.000Z,"CALLE MORALEJA DE ENMEDIO, 6"
,,8033988,MADRID,MÓSTOLES,MOSTOLES,28938,,D,-3.868556,40.314472,1.257,1.167,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE ALFONSO XII, 20"
,,8033989,MADRID,MÓSTOLES,MOSTOLES,28938,,N,-3.873944,40.308806,1.259,1.169,,,,,,,,,,,MOVILOIL,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-12-10T00:00:00.000Z,"CALLE E, 7"
,,8033990,MADRID,NAVACERRADA,NAVACERRADA,28491,,D,-4.020472,40.721833,1.359,1.279,,,1.339,,,,1.474,,,,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA M601 KM. 10,3"
,,8033991,MADRID,NAVACERRADA,NAVACERRADA,28491,,I,-4.019528,40.72125,1.359,1.279,,,1.339,,,,1.474,,,,CEPSA,P,OM,L-S: 08:00-21:00; D: 08:00-15:00,L-S: 08:00-21:00; D: 08:00-15:00,,2019-12-10T00:00:00.000Z,"CARRETERA M-601 KM. 10,3"
,,8033992,MADRID,NAVALCARNERO,NAVALCARNERO,28600,,D,-3.981139,40.293194,1.349,1.275,,,1.335,,,,1.464,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AUTOVIA A-5 KM. 28,6"
,,8033993,MADRID,NAVALCARNERO,NAVALCARNERO,28600,,I,-3.980944,40.292528,1.349,1.275,,,1.335,,,,1.464,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AUTOVIA A-5 KM. 28,6"
,,8033994,MADRID,NAVALCARNERO,NAVALCARNERO,28600,,D,-4.005556,40.287556,1.349,1.279,0.979,,1.339,,,,1.464,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA CONSTITUCION, 170"
,,8033995,MADRID,NAVALCARNERO,NAVALCARNERO,28600,,D,-3.999056,40.291444,1.359,1.289,,,1.369,,,,1.499,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"POLIGONO ALPARACHE, S/N"
,,8033996,MADRID,NAVALCARNERO,NAVALCARNERO,28600,,D,-3.994389,40.290694,1.267,1.179,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE MINA DEL COTORRO (DE LA), S/N"
,,8033997,MADRID,NAVALCARNERO,NAVALCARNERO,28600,,D,-4.01,40.295111,1.279,1.189,,,,,,,,,,,CHEAPOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE ZACARIAS (DE), 20"
,,8033998,MADRID,NAVALCARNERO,NAVALCARNERO,28600,,N,-4.003333,40.291333,1.249,1.149,,,1.191,,,,,,,,MAXPETROL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE CAMINO DE BASTOS, 6"
,,8033999,MADRID,NAVALCARNERO,NAVALCARNERO,28600,,D,-4.0115,40.326472,1.369,1.279,,,1.349,,,,1.469,,,,REPSOL,P,OM,L-V: 06:00-22:00; S-D: 08:00-22:00,L-V: 06:00-22:00; S-D: 08:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA M600 KM. 45,800"
,,8034000,MADRID,NAVAS DEL REY,NAVAS DEL REY,28695,,I,-4.240833,40.383167,1.369,1.285,,,1.355,,,,1.489,,,,GALP,P,OM,L-V: 07:00-23:00; S-D: 07:00-22:00,L-V: 07:00-23:00; S-D: 07:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA M-501 KM. 40,500"
,,8034001,MADRID,NUEVO BAZTÁN,NUEVO BAZTAN,28514,,I,-3.243611,40.364778,1.382,1.292,,,1.362,,,,,,,,REPSOL,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CR M-204, 27"
,,8034002,MADRID,ORUSCO DE TAJUÑA,ORUSCO,28570,,I,-3.20725,40.282778,,1.249,0.894,,1.316,,,,1.441,,,,REPSOL,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-12-10T00:00:00.000Z,"CARRETERA M-204 KM. 14,700"
,,8034003,MADRID,PARACUELLOS DE JARAMA,PARACUELLOS DE JARAMA,28860,,I,-3.547917,40.499889,1.359,1.269,,,1.299,,,,1.479,,,,CEPSA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE MIGUEL DE CERVANTES, 2"
,,8034004,MADRID,PARACUELLOS DE JARAMA,PARACUELLOS DE JARAMA,28860,,I,-3.514111,40.50375,1.379,1.289,,,1.379,,,,1.519,,,,BP,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE PASEO DE LAS CAMELIAS, 2"
,,8034005,MADRID,PARACUELLOS DE JARAMA,PARACUELLOS DE JARAMA,28860,,I,-3.545306,40.528194,1.359,1.279,,,1.359,,,,,,,,REPSOL,P,OM,L-V: 06:00-22:00; S-D: 07:00-23:00,L-V: 06:00-22:00; S-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA M-111 KM. 8,200"
,,8034006,MADRID,PARLA,PARLA,28980,,D,-3.765111,40.247083,1.369,1.285,,,1.365,,,,1.499,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CR PARLA-PINTO, KM.  0.15"
,,8034007,MADRID,PARLA,PARLA,28980,,D,-3.776083,40.230861,1.369,1.289,,,1.369,,,,1.493,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE REAL, S/N"
,,8034008,MADRID,PARLA,PARLA,28980,,D,-3.754139,40.238694,1.369,1.285,,,1.365,,,,1.499,,,,CAMPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE LONDRES, 43"
,,8034009,MADRID,PARLA,PARLA,28980,,I,-3.782278,40.229944,1.249,1.159,,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA RONDA (DE), S/N"
,,8034010,MADRID,PARLA,PARLA,28980,,N,-3.750028,40.236861,1.228,1.148,,,,,,,1.378,,,,E.LECLERC,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE NANTES, 119"
,,8034011,MADRID,PARLA,PARLA,28980,,I,-3.753639,40.240389,,,,,,,,,,0.949,,,NATURGY,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CARRETERA DE PARLA A PINTO M-408 KM. S/N
,,8034012,MADRID,PARLA,PARLA,28980,,D,-3.757111,40.236917,1.225,1.145,,,,,,,,,,,SERVIFACIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA CERRO DEL RUBAL, 12"
,,8034013,MADRID,PARLA,PARLA,28980,,N,-3.752806,40.240528,1.259,1.179,,,1.179,,,,,,,,SERPARLA,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA PINTO-PARLA KM. 1
,,8034014,MADRID,PARLA,PARLA,28980,,N,-3.777833,40.243528,1.359,1.269,,,1.349,,,,1.499,,,,SHELL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA DE LAS LAGUNAS, 1"
,,8034015,MADRID,PARLA,PARLA,28980,,N,-3.763778,40.251194,1.279,1.239,,,1.309,,,,,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE BUENAVISTA, 2"
,,8034016,MADRID,PARLA,PARLA,28980,,D,-3.766333,40.249139,1.249,1.159,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE REAL, 125"
,,8034017,MADRID,PARLA,PARLA,28980,,D,-3.778722,40.227667,1.249,1.159,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE TOLEDO CV VIA DE RONDA, SN"
,,8034018,MADRID,PELAYOS DE LA PRESA,PELAYOS DE LA PRESA,28696,,D,-4.314778,40.365083,1.369,1.289,,,1.369,,,,1.469,,,,REPSOL   ACTUALIZACION A 15/OCTUBRE/2007,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CR M-501, 48,2 (M-501 km 48,25)"
,,8034019,MADRID,PERALES DE TAJUÑA,PERALES DE TAJUÑA,28540,,I,-3.350278,40.249833,1.354,1.289,,,1.379,,,,1.496,,,,BP MORATILLA JARA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AUTOVIA A-3 (MADRID-LEVANTE) KM. 37,870"
,,8034020,MADRID,PERALES DE TAJUÑA,PERALES DE TAJUÑA,28540,,I,-3.347528,40.229722,1.382,1.292,,,1.362,,,,1.522,,,,REPSOL,P,dm,L: 06:00-22:00,L: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA N-3 KM. 39,2"
,,8034021,MADRID,PERALES DE TAJUÑA,PERALES DE TAJUÑA,28540,,D,-3.334778,40.223333,1.389,1.299,,,1.369,,,,1.519,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CRTA. N-III PK. 41,00"
,,8034022,MADRID,PERALES DE TAJUÑA,PERALES DE TAJUÑA,28540,,D,-3.318806,40.207361,1.349,1.279,,,1.339,,,,1.464,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AUTOVIA A-3 KM. 43,3"
,,8034023,MADRID,PERALES DE TAJUÑA,PERALES DE TAJUÑA,28540,,D,-3.376111,40.256667,1.389,1.299,,,1.369,,,,1.519,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,"AUTOVIA E-901/A-3 KM. 35,2"
,,8034024,MADRID,PEZUELA DE LAS TORRES,PEZUELA DE LAS TORRES,28812,,I,-3.141111,40.405056,1.349,1.279,,,1.329,,,,1.473,,,,REPSOL,P,OM,L: 07:00-22:00,L: 07:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA COMARCAL M236 KM. 51,600"
,,8034025,MADRID,PINTO,PINTO,28320,,D,-3.690111,40.246583,1.339,1.265,0.953,,1.295,,,,,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CR A-4  P.K. 20,20 D"
,,8034026,MADRID,PINTO,PINTO,28320,,D,-3.685278,40.218333,1.349,1.275,,,1.325,,,,1.473,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"AUTOVIA A - 4 KM. 23,300"
,,8034027,MADRID,PINTO,PINTO,28320,,I,-3.689667,40.246472,1.339,1.265,,,1.295,,,,1.463,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CR A-4  P.K. 20,20 I"
,,8034028,MADRID,PINTO,PINTO,28320,,D,-3.721639,40.251,1.369,1.289,,,1.369,,,,1.499,,,,REPSOL,P,OM,L-V: 06:00-22:00; S: 06:00-14:00,L-V: 06:00-22:00; S: 06:00-14:00,,2019-12-10T00:00:00.000Z,"CARRETERA M-506 KM. 24,500"
,,8034029,MADRID,PINTO,PINTO,28320,,N,-3.692111,40.264028,1.349,1.259,0.894,,1.339,,,,1.469,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE SIERRA NEVADA, 5"
,,8034030,MADRID,PINTO,PINTO,28320,,N,-3.695167,40.265278,1.349,1.259,0.894,,1.339,,,,1.469,,,,BP NASSICA 365,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE COTO DE DOÑANA (DEL), 6"
,,8034031,MADRID,PINTO,PINTO,28320,,D,-3.689306,40.267444,1.319,1.259,,,1.309,,,,1.429,,,,CEPSA LAS ARENAS 365,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE ARENAS (DE LAS), 2"
,,8034032,MADRID,PINTO,PINTO,28320,,D,-3.692472,40.264639,1.319,1.279,0.894,,1.309,,,,1.429,,,,SHELL M50 365,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE COTO DE DOÑANA, 1"
,,8034033,MADRID,PINTO,PINTO,28320,,I,-3.684694,40.218694,1.349,1.275,,,1.325,,,,1.473,,,,REPSOL,P,OM,L-V: 06:00-23:00,L-V: 06:00-23:00,,2019-12-10T00:00:00.000Z,"AUTOPISTA A - 4 KM. 23,300"
,,8034034,MADRID,PINTO,PINTO,28320,,D,-3.727306,40.255278,1.299,1.239,,,1.309,,,,,,,,GALP,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-12-10T00:00:00.000Z,CARRETERA M-506 KM. 24
